,date,v_number
0,Tue Oct 11 15:19:53 2022,"MH1ZDE1433
"
Sun Nov 10 12:23:18 2024,EV20 ZEV
Sun Nov 10 12:26:10 2024,MH12DE1433
Sun Nov 10 12:26:48 2024,
Sun Nov 10 12:29:07 2024,
Sun Nov 10 12:29:30 2024,
Sun Nov 10 12:30:15 2024,
Sun Nov 10 12:31:41 2024,
Sun Nov 10 12:32:11 2024,
Sun Nov 10 12:35:58 2024,
Sun Nov 10 12:36:38 2024,ھت
Sun Nov 10 12:41:07 2024,No valid number
Sun Nov 10 12:41:35 2024,No valid number
Sun Nov 10 12:42:02 2024,No valid number
Sun Nov 10 12:44:05 2024,No valid number
Sun Nov 10 12:44:20 2024,No valid number
Sun Nov 10 12:48:07 2024,No valid number
Sun Nov 10 12:48:38 2024,No valid number
Sun Nov 10 12:54:21 2024,EV20 ZEV
Sun Nov 10 12:54:29 2024,
Sun Nov 10 12:55:28 2024,
